order_id,customer_id,order_date,status,shipping_cost,discount,total_amount
419,103,2025-05-07 06:05:19,delivered,10.46,13.65,713.62
420,17,2025-02-17 05:25:46,delivered,11.05,4.2,163.01
421,35,2025-02-09 03:46:04,shipped,10.05,9.4,213.59
422,2,2025-03-12 00:14:56,processing,10.64,14.84,1243.94
423,53,2025-02-25 21:40:31,delivered,9.17,10.3,852.5
424,47,2025-10-06 20:46:36,delivered,12.59,15.68,844.62
425,31,2025-07-26 05:48:46,processing,9.94,21.57,1130.93
426,14,2025-03-17 13:35:30,delivered,6.18,21.09,718.21
427,166,2025-05-22 18:31:31,delivered,8.47,8.36,918.48
428,41,2025-11-02 09:18:58,delivered,9.11,1.77,428.63
429,84,2025-06-13 01:58:50,delivered,10.4,8.14,354.5
430,189,2025-06-10 13:40:06,shipped,7.99,5.52,704.99
431,157,2025-06-27 00:49:20,delivered,7.98,11.44,364.17
432,86,2025-02-19 17:41:58,delivered,9.54,7.02,411.56
433,195,2025-05-14 18:21:37,delivered,7.35,3.92,273.49
434,126,2025-12-02 04:16:39,processing,9.72,20.92,781.37
435,84,2025-06-18 23:29:29,delivered,12.12,14.79,440.71
436,11,2025-07-03 02:48:01,shipped,9.02,10.64,540.62
437,22,2025-08-06 05:28:32,shipped,10.54,10.17,584.0
438,166,2025-02-05 13:39:37,delivered,10.34,4.05,1279.46
439,198,2025-02-24 04:04:06,shipped,8.23,19.75,640.31
440,19,2025-05-30 19:20:05,shipped,7.65,0.82,1092.2
441,54,2025-11-03 05:49:12,delivered,9.95,8.39,405.01
442,29,2025-05-30 01:23:57,delivered,9.94,9.14,754.87
443,144,2025-10-03 19:30:04,shipped,6.1,8.37,2086.12
444,195,2025-03-29 21:13:38,delivered,12.17,12.59,796.16
445,125,2025-07-15 01:51:13,delivered,5.97,17.75,1977.31
446,49,2025-12-13 17:08:25,shipped,5.69,9.77,245.1
447,71,2025-02-13 20:08:41,delivered,8.96,21.87,1505.38
448,89,2025-06-13 11:53:42,delivered,10.15,7.29,955.06
449,86,2025-06-10 05:14:42,delivered,10.24,19.67,922.19
450,118,2025-04-29 10:15:10,delivered,12.18,7.66,465.56
451,91,2025-04-21 18:37:57,delivered,6.32,23.1,2255.42
452,42,2025-04-03 17:26:18,delivered,12.94,14.36,1229.85
453,9,2025-09-16 19:24:22,delivered,7.74,9.32,1142.35
454,118,2025-12-27 15:49:40,delivered,5.02,18.46,1503.29
455,38,2025-11-07 20:35:24,delivered,12.25,11.05,1562.37
456,79,2025-01-10 23:06:42,delivered,11.72,11.15,1118.76
457,50,2025-08-15 21:58:30,delivered,11.24,19.18,817.49
458,174,2025-09-19 03:22:19,processing,12.8,9.86,735.1
459,102,2025-02-27 18:57:21,shipped,8.41,9.65,508.62
460,115,2025-12-06 21:04:58,delivered,6.72,22.2,1137.42
461,36,2025-11-21 19:31:54,delivered,5.68,5.19,707.99
462,2,2025-06-09 08:26:59,delivered,7.18,4.37,257.37
463,98,2025-04-23 17:59:32,delivered,5.33,20.66,993.74
464,40,2025-04-13 08:19:38,delivered,10.11,15.91,812.08
465,46,2025-07-11 08:42:52,processing,10.15,0.71,1385.75
466,124,2025-08-08 23:32:14,delivered,7.05,17.15,525.84
467,149,2025-01-24 01:21:23,delivered,8.68,17.33,836.69
468,92,2025-01-20 06:03:20,delivered,9.23,23.41,1728.74
469,83,2025-12-06 03:45:33,delivered,11.75,20.0,1326.43
470,149,2025-05-17 21:25:23,shipped,5.09,12.95,743.63
471,56,2025-03-02 08:33:22,delivered,11.64,19.88,1643.28
472,107,2025-06-29 04:05:25,processing,5.92,3.28,669.42
473,93,2025-02-24 07:42:15,shipped,12.11,14.94,590.5
474,57,2025-02-20 07:42:21,shipped,6.13,5.66,484.4
475,177,2025-10-24 15:53:46,shipped,5.61,19.37,954.92
476,152,2025-01-24 08:23:31,delivered,12.26,1.08,517.22
477,53,2025-08-17 12:51:26,processing,6.47,8.79,1372.44
478,90,2025-05-18 02:46:20,delivered,9.0,18.21,133.51
479,149,2025-10-24 17:57:00,delivered,6.73,4.79,519.06
480,55,2025-12-24 19:28:08,delivered,10.65,9.16,1531.82
481,55,2025-07-20 01:10:00,delivered,5.89,24.62,420.28
482,127,2025-10-24 08:54:20,delivered,7.3,18.05,524.08
483,73,2025-06-27 19:02:35,delivered,7.49,24.4,657.49
484,18,2025-12-14 19:43:03,shipped,8.8,16.98,1343.43
485,27,2025-06-04 06:26:02,delivered,10.26,2.13,1445.4
486,27,2025-10-16 06:38:54,processing,12.81,1.62,717.55
487,32,2025-04-01 18:30:08,shipped,10.79,6.96,1750.53
488,171,2025-08-23 13:54:33,processing,12.89,12.79,313.68
489,65,2025-07-10 08:59:32,delivered,10.02,3.37,331.65
490,174,2025-01-11 17:19:03,processing,8.05,16.98,998.94
491,195,2025-01-31 01:11:33,delivered,9.15,12.3,1180.32
492,67,2025-07-30 23:53:22,delivered,11.87,13.67,457.28
493,81,2025-11-28 13:21:52,delivered,8.67,0.82,1272.55
494,80,2025-10-06 07:01:25,delivered,11.1,14.22,951.16
495,122,2025-08-07 16:36:00,shipped,9.04,9.78,676.77
496,83,2025-01-25 04:30:46,delivered,5.35,20.92,1553.47
497,25,2025-06-16 14:37:49,delivered,7.85,8.78,1512.93
498,79,2025-02-14 18:56:59,delivered,5.15,8.15,817.55
499,6,2025-09-28 14:48:11,delivered,5.17,7.91,1014.12
500,53,2025-05-11 19:26:37,delivered,11.48,16.68,629.96
