order_item_id,order_id,product_id,quantity,unit_price
1151,378,85,1,146.03
1152,378,8,3,154.92
1153,378,12,3,101.68
1154,378,28,1,74.43
1155,379,74,3,71.19
1156,379,58,2,154.19
1157,379,26,2,106.19
1158,379,27,3,11.49
1159,380,12,3,101.68
1160,380,75,3,322.09
1161,380,2,2,138.82
1162,381,1,3,301.0
1163,381,91,2,50.95
1164,382,51,2,159.04
1165,382,81,2,128.22
1166,382,41,2,140.04
1167,382,92,2,105.69
1168,383,47,2,66.09
1169,383,54,3,159.11
1170,383,20,1,321.88
1171,384,85,1,146.03
1172,384,56,1,186.01
1173,384,18,3,276.51
1174,385,80,3,225.8
1175,385,24,2,321.13
1176,385,59,3,180.4
1177,386,64,3,158.51
1178,386,94,2,307.3
1179,386,31,2,188.46
1180,386,92,3,105.69
1181,387,15,3,96.05
1182,387,75,1,322.09
1183,387,62,1,139.59
1184,388,60,3,114.32
1185,388,67,3,37.7
1186,388,11,1,138.26
1187,389,82,3,143.82
1188,389,70,1,143.89
1189,389,75,2,322.09
1190,389,40,3,136.02
1191,390,43,2,51.14
1192,390,54,1,159.11
1193,390,46,1,111.19
1194,390,38,3,266.5
1195,391,61,1,68.77
1196,391,75,3,322.09
1197,391,22,2,22.94
1198,391,74,3,71.19
1199,392,33,2,82.09
1200,392,17,2,236.22
1201,392,79,2,56.89
1202,393,85,2,146.03
1203,393,58,1,154.19
1204,394,44,1,164.66
1205,394,11,3,138.26
1206,395,85,3,146.03
1207,395,57,3,71.39
1208,396,97,1,81.19
1209,396,15,2,96.05
1210,396,7,2,28.37
1211,397,49,3,71.13
1212,397,88,2,234.17
1213,398,49,3,71.13
1214,398,87,3,357.99
1215,398,41,1,140.04
1216,399,84,2,285.29
1217,399,35,3,211.0
1218,399,43,3,51.14
1219,399,13,2,123.86
1220,400,67,3,37.7
1221,400,44,3,164.66
1222,401,53,3,175.18
1223,401,13,1,123.86
1224,402,4,1,60.04
1225,402,80,1,225.8
1226,403,91,1,50.95
1227,403,16,3,43.53
1228,404,15,1,96.05
1229,404,90,2,69.6
1230,405,99,3,133.18
1231,405,55,2,68.81
1232,405,89,2,265.58
1233,406,8,2,154.92
1234,406,34,1,110.11
1235,406,23,2,179.79
1236,407,99,3,133.18
1237,407,56,1,186.01
1238,407,28,2,74.43
1239,407,79,3,56.89
1240,408,3,3,182.97
1241,408,64,3,158.51
1242,408,20,1,321.88
1243,409,74,3,71.19
1244,409,1,2,301.0
1245,409,66,2,22.73
1246,410,29,2,233.66
1247,410,1,1,301.0
1248,410,50,3,106.95
1249,410,89,3,265.58
1250,411,12,1,101.68
1251,411,47,2,66.09
1252,411,69,2,250.61
1253,411,44,3,164.66
1254,412,90,3,69.6
1255,412,50,3,106.95
1256,412,14,2,175.22
1257,413,25,3,251.77
1258,413,4,3,60.04
1259,414,69,1,250.61
1260,414,58,2,154.19
1261,414,3,1,182.97
1262,415,86,3,123.65
1263,415,67,1,37.7
1264,415,59,3,180.4
1265,415,87,3,357.99
1266,416,61,1,68.77
1267,416,80,1,225.8
1268,417,13,1,123.86
1269,417,59,3,180.4
1270,417,79,1,56.89
1271,418,55,3,68.81
1272,418,44,3,164.66
1273,419,28,3,74.43
1274,419,98,1,244.62
1275,419,6,2,124.45
1276,420,71,1,15.95
1277,420,22,3,22.94
1278,420,57,1,71.39
1279,421,3,1,182.97
1280,421,63,1,29.97
1281,422,54,2,159.11
1282,422,89,3,265.58
1283,422,99,1,133.18
1284,423,79,1,56.89
1285,423,89,3,265.58
1286,424,45,3,129.2
1287,424,54,1,159.11
1288,424,1,1,301.0
1289,425,65,3,20.3
1290,425,29,3,233.66
1291,425,60,1,114.32
1292,425,99,2,133.18
1293,426,64,3,158.51
1294,426,23,1,179.79
1295,426,21,1,77.8
1296,427,6,1,124.45
1297,427,14,3,175.22
1298,427,95,1,268.26
1299,428,93,3,69.04
1300,428,57,3,71.39
1301,429,42,1,217.81
1302,429,30,1,134.43
1303,430,75,2,322.09
1304,430,63,1,29.97
1305,430,7,1,28.37
1306,431,81,2,128.22
1307,431,46,1,111.19
1308,432,60,2,114.32
1309,432,59,1,180.4
1310,433,79,1,56.89
1311,433,22,1,22.94
1312,433,74,2,71.19
1313,433,71,3,15.95
1314,434,2,3,138.82
1315,434,94,1,307.3
1316,434,55,1,68.81
1317,435,74,2,71.19
1318,435,1,1,301.0
1319,436,62,2,139.59
1320,436,90,2,69.6
1321,436,13,1,123.86
1322,437,17,2,236.22
1323,437,46,1,111.19
1324,438,74,1,71.19
1325,438,96,2,278.9
1326,438,75,2,322.09
1327,439,81,3,128.22
1328,439,60,1,114.32
1329,439,91,3,50.95
1330,440,97,3,81.19
1331,440,35,3,211.0
1332,440,90,3,69.6
1333,441,66,2,22.73
1334,441,87,1,357.99
1335,442,83,3,231.05
1336,442,72,1,60.92
1337,443,15,3,96.05
1338,443,84,3,285.29
1339,443,62,1,139.59
1340,443,95,3,268.26
1341,444,36,2,198.2
1342,444,7,2,28.37
1343,444,9,2,171.72
1344,445,69,2,250.61
1345,445,38,3,266.5
1346,445,58,3,154.19
1347,445,80,1,225.8
1348,446,37,1,125.73
1349,446,10,1,123.45
1350,447,81,3,128.22
1351,447,3,3,182.97
1352,447,38,1,266.5
1353,447,54,2,159.11
1354,448,3,3,182.97
1355,448,30,3,134.43
1356,449,76,3,140.49
1357,449,86,3,123.65
1358,449,90,2,69.6
1359,450,30,2,134.43
1360,450,62,1,139.59
1361,450,48,1,52.59
1362,451,69,3,250.61
1363,451,37,3,125.73
1364,451,24,3,321.13
1365,451,23,1,179.79
1366,452,34,1,110.11
1367,452,48,3,52.59
1368,452,24,3,321.13
1369,453,21,1,77.8
1370,453,69,2,250.61
1371,453,39,2,260.69
1372,453,16,1,43.53
1373,454,43,2,51.14
1374,454,83,2,231.05
1375,454,91,3,50.95
1376,454,38,3,266.5
1377,455,15,1,96.05
1378,455,94,3,307.3
1379,455,62,3,139.59
1380,455,6,1,124.45
1381,456,42,3,217.81
1382,456,8,3,154.92
1383,457,3,3,182.97
1384,457,11,2,138.26
1385,458,41,1,140.04
1386,458,78,3,182.22
1387,458,66,2,22.73
1388,459,37,2,125.73
1389,459,45,2,129.2
1390,460,54,3,159.11
1391,460,57,2,71.39
1392,460,37,3,125.73
1393,460,21,2,77.8
1394,461,68,3,144.5
1395,461,43,2,51.14
1396,461,9,1,171.72
1397,462,91,1,50.95
1398,462,73,1,122.42
1399,462,97,1,81.19
1400,463,39,2,260.69
1401,463,64,1,158.51
1402,463,72,1,60.92
1403,463,95,1,268.26
1404,464,84,2,285.29
1405,464,86,2,123.65
1406,465,64,3,158.51
1407,465,9,2,171.72
1408,465,77,3,185.78
1409,466,16,3,43.53
1410,466,48,1,52.59
1411,466,66,2,22.73
1412,466,94,1,307.3
1413,467,21,2,77.8
1414,467,7,2,28.37
1415,467,35,3,211.0
1416,468,25,1,251.77
1417,468,99,3,133.18
1418,468,81,1,128.22
1419,468,24,3,321.13
1420,469,88,2,234.17
1421,469,90,1,69.6
1422,469,89,3,265.58
1423,470,100,2,273.17
1424,470,63,1,29.97
1425,470,53,1,175.18
1426,471,79,3,56.89
1427,471,89,3,265.58
1428,471,68,3,144.5
1429,471,69,1,250.61
1430,472,62,2,139.59
1431,472,45,3,129.2
1432,473,23,1,179.79
1433,473,91,3,50.95
1434,473,39,1,260.69
1435,474,27,1,11.49
1436,474,17,2,236.22
1437,475,6,1,124.45
1438,475,26,3,106.19
1439,475,14,3,175.22
1440,476,86,1,123.65
1441,476,2,1,138.82
1442,476,97,3,81.19
1443,477,19,2,269.03
1444,477,96,3,278.9
1445,478,65,1,20.3
1446,478,73,1,122.42
1447,479,22,1,22.94
1448,479,97,3,81.19
1449,479,69,1,250.61
1450,480,24,1,321.13
1451,480,57,2,71.39
1452,480,87,2,357.99
1453,480,14,2,175.22
1454,481,60,3,114.32
1455,481,15,1,96.05
1456,482,42,1,217.81
1457,482,64,2,158.51
1458,483,29,2,233.66
1459,483,71,2,15.95
1460,483,53,1,175.18
1461,484,2,2,138.82
1462,484,87,3,357.99
1463,485,51,3,159.04
1464,485,52,3,320.05
1465,486,44,3,164.66
1466,486,26,2,106.19
1467,487,99,3,133.18
1468,487,75,2,322.09
1469,487,76,2,140.49
1470,487,35,2,211.0
1471,488,99,1,133.18
1472,488,59,1,180.4
1473,489,95,1,268.26
1474,489,7,2,28.37
1475,490,39,3,260.69
1476,490,80,1,225.8
1477,491,26,2,106.19
1478,491,38,2,266.5
1479,491,85,3,146.03
1480,492,56,2,186.01
1481,492,16,2,43.53
1482,493,85,1,146.03
1483,493,100,2,273.17
1484,493,39,2,260.69
1485,493,91,1,50.95
1486,494,85,3,146.03
1487,494,71,3,15.95
1488,494,88,2,234.17
1489,495,76,3,140.49
1490,495,49,2,71.13
1491,495,79,2,56.89
1492,496,95,3,268.26
1493,496,75,2,322.09
1494,496,4,2,60.04
1495,497,32,3,165.41
1496,497,31,1,188.46
1497,497,83,3,231.05
1498,497,40,1,136.02
1499,498,85,3,146.03
1500,498,55,2,68.81
1501,498,73,2,122.42
1502,499,50,2,106.95
1503,499,42,1,217.81
1504,499,74,3,71.19
1505,499,13,3,123.86
1506,500,79,2,56.89
1507,500,39,2,260.69
